region_lluvias_fecha_solicitud,cve_concatenada,cve_ent,cve_mun,nombre_mun,entidad,org_cuenca,clv_oc,con_cuenca,cve_conc,msm_20260131,sps_20260131,ahorro_uso_eficiente_20260131,prob_ambiental,t_prob_ambiental,prob_economica,t_prob_economica,prob_social,t_prob_social
Region A - Primeros Quince dias habiles de cada Diciembre,20143,20,143,San Francisco Ixhuatan,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,52.05,Media,73.87,Alta,54.53446923,Media
Region A - Primeros Quince dias habiles de cada Diciembre,20144,20,144,San Francisco Jaltepetongo,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,27.51,Baja,23.27,Baja,51.83510309,Media
Region A - Primeros Quince dias habiles de cada Diciembre,20145,20,145,San Francisco Lachigolo,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,87.01,Muy Alta,95.71,Muy Alta,64.42216258,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20146,20,146,San Francisco Logueche,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,46.44,Media,38.26,Baja,58.0783871,Media
Region A - Primeros Quince dias habiles de cada Diciembre,20147,20,147,San Francisco Nuxano,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,15.24,Muy Baja,35.55,Baja,19.02381447,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20148,20,148,San Francisco Ozolotepec,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,42.63,Media,36.57,Baja,69.67330566,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20149,20,149,San Francisco Sola,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,37.54,Baja,38.35,Baja,74.61597457,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20150,20,150,San Francisco Telixtlahuaca,Oaxaca,Pacifico Sur,V,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,53.3,Media,61.34,Alta,47.79411638,Media
Region A - Primeros Quince dias habiles de cada Diciembre,20151,20,151,San Francisco Teopan,Oaxaca,Golfo Centro,X,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,26.73,Baja,30.24,Baja,49.43520965,Media
Region A - Primeros Quince dias habiles de cada Diciembre,20152,20,152,San Francisco Tlapancingo,Oaxaca,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,17.89,Muy Baja,10.67,Muy Baja,90.04,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20153,20,153,San Gabriel Mixtepec,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,31.83,Baja,39.53,Baja,22.77366674,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20154,20,154,San Ildefonso Amatlan,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,46.34,Media,43.48,Media,56.5846155,Media
Region A - Primeros Quince dias habiles de cada Diciembre,20155,20,155,San Ildefonso Sola,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,37.54,Baja,34.65,Baja,97.49552545,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20156,20,156,San Ildefonso Villa Alta,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,43.49,Media,33.35,Baja,13.35621966,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20157,20,157,San Jacinto Amilpas,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,66.23,Alta,99.99,Muy Alta,31.28982412,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20158,20,158,San Jacinto Tlacotepec,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,41.0,Media,16.11,Muy Baja,8.482144789,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20159,20,159,San Jeronimo Coatlan,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,35.91,Baja,38.44,Baja,49.67649454,Media
Region A - Primeros Quince dias habiles de cada Diciembre,20160,20,160,San Jeronimo Silacayoapilla,Oaxaca,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,32.58,Baja,30.12,Baja,19.4,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20161,20,161,San Jeronimo Sosola,Oaxaca,Pacifico Sur,V,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,31.96,Baja,49.28,Media,39.42633119,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20162,20,162,San Jeronimo Taviche,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,40.17,Media,50.95,Media,55.38811063,Media
Region A - Primeros Quince dias habiles de cada Diciembre,20163,20,163,San Jeronimo Tecoatl,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,82.98,Muy Alta,72.87,Alta,56.09418493,Media
Region A - Primeros Quince dias habiles de cada Diciembre,20164,20,164,San Jorge Nuchita,Oaxaca,Balsas,IV,Rio Balsas,9,D0,PRE-ALERTA,10%,10.31,Muy Baja,6.04,Muy Baja,29.55,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20165,20,165,San Jose Ayuquila,Oaxaca,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,24.12,Baja,15.83,Muy Baja,19.45,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20166,20,166,San Jose Chiltepec,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,33.85,Baja,50.11,Media,31.39898933,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20167,20,167,San Jose del Penasco,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,47.41,Media,46.03,Media,61.10018294,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20168,20,168,San Jose Estancia Grande,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,35.5,Baja,51.17,Media,65.0848539,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20169,20,169,San Jose Independencia,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,D0,PRE-ALERTA,10%,87.56,Muy Alta,69.58,Alta,99.86869138,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20170,20,170,San Jose Lachiguiri,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,60.72,Alta,26.66,Baja,70.16003081,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20171,20,171,San Jose Tenango,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,86.58,Muy Alta,79.27,Alta,99.99890414,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20172,20,172,San Juan Achiutla,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,66.12,Alta,53.66,Media,13.90071157,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20173,20,173,San Juan Atepec,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,41.88,Media,15.57,Muy Baja,7.213146416,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20174,20,174,animas Trujano,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,86.82,Muy Alta,96.26,Muy Alta,34.31318038,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20175,20,175,San Juan Bautista Atatlahuca,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,7.57,Muy Baja,11.78,Muy Baja,5.944873561,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20176,20,176,San Juan Bautista Coixtlahuaca,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,0.0,Muy Baja,53.2,Media,61.07105196,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20177,20,177,San Juan Bautista Cuicatlan,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,30.38,Baja,11.46,Muy Baja,19.2172579,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20178,20,178,San Juan Bautista Guelache,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,51.03,Media,78.31,Alta,6.037683118,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20179,20,179,San Juan Bautista Jayacatlan,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,35.54,Baja,38.19,Baja,32.5669758,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20180,20,180,San Juan Bautista Lo de Soto,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,15.62,Muy Baja,16.54,Muy Baja,20.40719059,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20181,20,181,San Juan Bautista Suchitepec,Oaxaca,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,29.17,Baja,32.22,Baja,33.9,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20182,20,182,San Juan Bautista Tlacoatzintepec,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,74.27,Alta,52.55,Media,75.69821399,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20183,20,183,San Juan Bautista Tlachichilco,Oaxaca,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,20.76,Baja,22.43,Baja,33.21,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20184,20,184,San Juan Bautista Tuxtepec,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,53.68,Media,78.99,Alta,10.29647312,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20185,20,185,San Juan Cacahuatepec,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,18.42,Muy Baja,17.52,Muy Baja,17.43946107,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20186,20,186,San Juan Cieneguilla,Oaxaca,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,18.77,Muy Baja,9.94,Muy Baja,21.9,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20187,20,187,San Juan Coatzospam,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,79.42,Alta,86.66,Muy Alta,86.02258849,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20188,20,188,San Juan Colorado,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,16.03,Muy Baja,25.56,Baja,39.39504254,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20189,20,189,San Juan Comaltepec,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,48.21,Media,17.01,Muy Baja,84.27172069,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20190,20,190,San Juan Cotzocon,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,D0,PRE-ALERTA,10%,21.04,Baja,26.07,Baja,36.01955346,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20191,20,191,San Juan Chicomezuchil,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,26.25,Baja,41.38,Media,9.215464676,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20192,20,192,San Juan Chilateca,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,69.25,Alta,82.21,Muy Alta,21.02517405,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20193,20,193,San Juan del Estado,Oaxaca,Pacifico Sur,V,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,55.29,Media,62.1,Alta,63.58778457,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20194,20,194,San Juan del Rio,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,46.82,Media,57.13,Media,26.37648607,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20195,20,195,San Juan Diuxi,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,27.27,Baja,24.83,Baja,91.27565177,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20196,20,196,San Juan Evangelista Analco,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,25.65,Baja,8.35,Muy Baja,22.19714864,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20197,20,197,San Juan Guelavia,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,92.81,Muy Alta,91.61,Muy Alta,51.91860301,Media
Region A - Primeros Quince dias habiles de cada Diciembre,20198,20,198,San Juan Guichicovi,Oaxaca,Golfo Centro,X,Rio Coatzacoalcos,22,sin dato,SIN SEQUIA,SIN REDUCCION,6.53,Muy Baja,5.05,Muy Baja,26.15309432,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20199,20,199,San Juan Ihualtepec,Oaxaca,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,94.4,Muy Alta,14.62,Muy Baja,74.52,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20200,20,200,San Juan Juquila Mixes,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,93.13,Muy Alta,80.32,Muy Alta,90.92302546,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20201,20,201,San Juan Juquila Vijanos,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,43.49,Media,32.76,Baja,32.7308384,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20202,20,202,San Juan Lachao,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,D1,PRE-ALERTA,15%,45.9,Media,23.12,Baja,11.93485246,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20203,20,203,San Juan Lachigalla,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,D0,PRE-ALERTA,10%,17.6,Muy Baja,43.89,Media,75.02395066,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20204,20,204,San Juan Lajarcia,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,43.24,Media,33.62,Baja,27.22795666,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20205,20,205,San Juan Lalana,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,54.32,Media,57.76,Media,78.78365759,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20206,20,206,San Juan de los Cues,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,3.22,Muy Baja,30.5,Baja,48.62806482,Media
Region A - Primeros Quince dias habiles de cada Diciembre,20207,20,207,San Juan Mazatlan,Oaxaca,Golfo Centro,X,Rio Coatzacoalcos,22,sin dato,SIN SEQUIA,SIN REDUCCION,17.52,Muy Baja,26.05,Baja,59.61947874,Media
Region A - Primeros Quince dias habiles de cada Diciembre,20208,20,208,San Juan Mixtepec,Oaxaca,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,21.95,Baja,14.78,Muy Baja,82.45,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20209,20,209,San Juan Mixtepec,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,48.79,Media,20.79,Baja,50.30960674,Media
Region A - Primeros Quince dias habiles de cada Diciembre,20210,20,210,San Juan numi,Oaxaca,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,67.17,Alta,23.7,Baja,53.29,Media
Region A - Primeros Quince dias habiles de cada Diciembre,20211,20,211,San Juan Ozolotepec,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,D0,PRE-ALERTA,10%,40.96,Media,35.47,Baja,58.48369355,Media
Region A - Primeros Quince dias habiles de cada Diciembre,20212,20,212,San Juan Petlapa,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,54.42,Media,17.84,Muy Baja,71.4142318,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20213,20,213,San Juan Quiahije,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,46.73,Media,31.45,Baja,31.24900321,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20214,20,214,San Juan Quiotepec,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,62.32,Alta,31.43,Baja,37.63776898,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20215,20,215,San Juan Sayultepec,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,8.24,Muy Baja,21.53,Baja,14.03052471,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20216,20,216,San Juan Tabaa,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,44.96,Media,30.26,Baja,24.20140408,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20217,20,217,San Juan Tamazola,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,41.55,Media,40.06,Media,93.7167282,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20218,20,218,San Juan Teita,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,96.64,Muy Alta,21.62,Baja,21.16690498,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20219,20,219,San Juan Teitipac,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,41.62,Media,90.73,Muy Alta,90.67998005,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20220,20,220,San Juan Tepeuxila,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,51.32,Media,41.74,Media,26.35599907,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20221,20,221,San Juan Teposcolula,Oaxaca,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,32.17,Baja,33.46,Baja,54.23,Media
Region A - Primeros Quince dias habiles de cada Diciembre,20222,20,222,San Juan Yaee,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,47.19,Media,46.8,Media,17.26400962,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20223,20,223,San Juan Yatzona,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,44.03,Media,34.23,Baja,7.030574917,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20224,20,224,San Juan Yucuita,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,11.97,Muy Baja,30.36,Baja,7.845783849,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20225,20,225,San Lorenzo,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,54.99,Media,53.05,Media,74.31777493,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20226,20,226,San Lorenzo Albarradas,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,79.93,Alta,49.19,Media,30.14512257,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20227,20,227,San Lorenzo Cacaotepec,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,83.74,Muy Alta,73.87,Alta,28.119726,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20228,20,228,San Lorenzo Cuaunecuiltitla,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,85.74,Muy Alta,74.28,Alta,43.53947599,Media
Region A - Primeros Quince dias habiles de cada Diciembre,20229,20,229,San Lorenzo Texmelucan,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,87.16,Muy Alta,14.08,Muy Baja,53.87325804,Media
Region A - Primeros Quince dias habiles de cada Diciembre,20230,20,230,San Lorenzo Victoria,Oaxaca,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,13.23,Muy Baja,5.83,Muy Baja,17.22,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20231,20,231,San Lucas Camotlan,Oaxaca,Golfo Centro,X,Rio Coatzacoalcos,22,sin dato,SIN SEQUIA,SIN REDUCCION,25.83,Baja,4.42,Muy Baja,61.69129865,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20232,20,232,San Lucas Ojitlan,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,81.86,Muy Alta,86.92,Muy Alta,97.06661938,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20233,20,233,San Lucas Quiavini,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,81.63,Muy Alta,83.21,Muy Alta,95.3388007,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20234,20,234,San Lucas Zoquiapam,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,83.57,Muy Alta,78.99,Alta,83.92602605,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20235,20,235,San Luis Amatlan,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,48.76,Media,42.54,Media,47.07561109,Media
Region A - Primeros Quince dias habiles de cada Diciembre,20236,20,236,San Marcial Ozolotepec,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,95.1,Muy Alta,35.69,Baja,78.72111496,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20237,20,237,San Marcos Arteaga,Oaxaca,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,25.05,Baja,18.07,Muy Baja,14.99,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20238,20,238,San Martin de los Cansecos,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,68.79,Alta,65.17,Alta,54.72955135,Media
Region A - Primeros Quince dias habiles de cada Diciembre,20239,20,239,San Martin Huamelulpam,Oaxaca,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,53.81,Media,41.2,Media,38.31,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20240,20,240,San Martin Itunyoso,Oaxaca,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,34.96,Baja,10.12,Muy Baja,93.67,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20241,20,241,San Martin Lachila,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,D0,PRE-ALERTA,10%,95.55,Muy Alta,48.09,Media,76.99620441,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20242,20,242,San Martin Peras,Oaxaca,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,12.86,Muy Baja,3.68,Muy Baja,92.52,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20243,20,243,San Martin Tilcajete,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,76.77,Alta,71.63,Alta,42.88758121,Media
Region A - Primeros Quince dias habiles de cada Diciembre,20244,20,244,San Martin Toxpalan,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,34.82,Baja,58.4,Media,56.35444052,Media
Region A - Primeros Quince dias habiles de cada Diciembre,20245,20,245,San Martin Zacatepec,Oaxaca,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,14.1,Muy Baja,8.75,Muy Baja,32.7,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20246,20,246,San Mateo Cajonos,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,47.76,Media,17.47,Muy Baja,11.83922179,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20247,20,247,Capulalpam de Mendez,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,61.32,Alta,50.53,Media,1.417308688,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20248,20,248,San Mateo del Mar,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,97.67,Muy Alta,82.01,Muy Alta,99.99977452,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20249,20,249,San Mateo Yoloxochitlan,Oaxaca,Golfo Centro,X,Rio Papaloapan,21,D0,PRE-ALERTA,10%,88.61,Muy Alta,88.01,Muy Alta,67.63546796,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,20250,20,250,San Mateo Etlatongo,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,7.2,Muy Baja,33.88,Baja,8.706997011,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20251,20,251,San Mateo Nejapam,Oaxaca,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,34.12,Baja,13.93,Muy Baja,39.18,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,20252,20,252,San Mateo Penasco,Oaxaca,Pacifico Sur,V,Costa de Oaxaca,11,sin dato,SIN SEQUIA,SIN REDUCCION,19.09,Muy Baja,54.23,Media,37.33915113,Baja
